timestep,heat_demand,electricity_demand,PV,COP_AIR-HP,electricity_price_buy,electricity_price_sell
4815,0.57801181,0.500144846,0.32345024,3.600302941,0.152833893,-0.049783893
4816,0.52006204,0.563149243,0.304626765,3.558438953,0.158436688,-0.055386688
4817,0.598814292,0.411331419,0.246336649,3.600302941,0.16513929,-0.06208929
4818,0.768205928,0.464942088,0.112432275,3.589744868,0.169663028,-0.066613028
4819,0.748889337,0.539617481,0.037163774,3.419282123,0.172692688,-0.069642688
4820,0.781578951,0.626817844,0.002681801,3.273002674,0.170928845,-0.067878845
4821,0.789008409,0.632226354,0,3.171251295,0.171323116,-0.068273116
4822,0.696883133,0.597877571,0,3.007624079,0.174394277,-0.071344277
4823,0.362557536,0.564003219,0,2.978352798,0.170430819,-0.067380819
4824,0.161962178,0.410192785,0,2.827027714,0.164641264,-0.061591264
4825,0.054263423,0.279344797,0,2.833571759,0.160283535,-0.057233535
4826,0.049741471,0.208085306,0,2.807575688,0.159411989,-0.056361989
4827,0.051248788,0.188918306,0,2.702214128,0.155863553,-0.052813553
4828,0.108526846,0.177911513,0,2.610027719,0.155303273,-0.052253273
4829,0.292419557,0.185217746,0.002736418,2.626830472,0.155365527,-0.052315527
4830,0.931522092,0.196034766,0.013670243,2.626830472,0.15505426,-0.05200426
4831,1.572131946,0.194801246,0.075628308,2.655321041,0.156693596,-0.053643596
4832,1.133502611,0.492364183,0.171683631,2.702214128,0.157419885,-0.054369885
4833,0.917956237,0.537529986,0.15304709,2.756988739,0.157399133,-0.054349133
4834,0.856156227,0.546828827,0.277935416,2.814029885,0.154659989,-0.051609989
4835,0.711453766,0.528515802,0.461242441,2.956770531,0.153871448,-0.050821448
4836,0.87725867,0.538763505,0.450191858,3.052625935,0.152647134,-0.049597134
4837,0.810936708,0.691245533,0.440329128,3.029957921,0.120130174,-0.017080174
4838,0.613478142,0.665626275,0.517187638,3.335430518,0.113282314,-0.010232314
4839,0.58634643,0.500144846,0.423336879,3.24695756,0.136336776,-0.033286776
4840,0.527561056,0.450804053,0.215421849,3.317352304,0.151236059,-0.048186059
4841,0.607448873,0.435622271,0.133093212,3.372184573,0.159494994,-0.056444994
4842,0.779283045,0.464942088,0.071131674,3.335430518,0.167546417,-0.064496417
4843,0.75968792,0.539617481,0.04082289,3.221323684,0.181076128,-0.078026128
4844,0.792848901,0.684603503,0.005596725,3.037476427,0.183524757,-0.080474757
4845,0.800385487,0.605088918,0,2.928476077,0.186263901,-0.083213901
4846,0.706931814,0.597877571,0,2.860053738,0.189791587,-0.086741587
4847,0.367785422,0.548441892,0,2.794755708,0.176054364,-0.073004364
4848,0.164297586,0.425374568,0,2.744625561,0.170804338,-0.067754338
4849,0.052992052,0.279344797,0,2.720228889,0.165907081,-0.062857081
4850,0.048576048,0.208085306,0,2.696262115,0.164080985,-0.061030985
4851,0.05004805,0.198596692,0,2.666891068,0.164060234,-0.061010234
4852,0.105984105,0.192049548,0,2.626830472,0.163935727,-0.060885727
4853,0.285568283,0.185217746,0.005520379,2.626830472,0.168127448,-0.065077448
4854,0.9096969,0.224880153,0.060439936,2.626830472,0.182072181,-0.079022181
4855,1.53529752,0.371574126,0.129638019,2.696262115,0.192011953,-0.088961953
4856,1.106945096,0.492364183,0.124512403,2.840146172,0.192655237,-0.089605237
4857,0.896448887,0.537529986,0.106007107,2.942555288,0.18948032,-0.08643032
4858,0.836096828,0.591140655,0.116342788,3.045032338,0.1852886,-0.0822386
4859,0.694784688,0.708230152,0.183663722,3.114765903,0.180619604,-0.077569604
4860,0.856704848,0.538763505,0.257093228,3.171251295,0.172630434,-0.069580434
4861,0.791936784,0.598921318,0.311848256,3.36292033,0.172713439,-0.069663439
4862,0.599104593,0.579564546,0.426652424,3.448177465,0.171904146,-0.068854146
4863,0.572608567,0.500144846,0.358764984,3.537869942,0.17254743,-0.06949743
4864,0.51520051,0.450804053,0.338399689,3.477565341,0.175556338,-0.072506338
4865,0.593216587,0.549675412,0.230609685,3.448177465,0.186388408,-0.083338408
4866,0.761024753,0.415791067,0.010913932,3.400286111,0.194688844,-0.091638844
4867,0.741888734,0.539617481,0.049165809,3.28177748,0.204981385,-0.101931385
4868,0.774272766,0.626817844,0.010986755,3.13069821,0.20373632,-0.10068632
4869,0.781632774,0.632226354,0,2.971123786,0.19802977,-0.09497977
4870,0.690368683,0.597877571,0,2.89386052,0.20068591,-0.09763591
4871,0.359168355,0.548441892,0,2.840146172,0.183026731,-0.079976731
4872,0.160448159,0.473102296,0,2.794755708,0.173169963,-0.070119963
4873,0.049874666,0.340071927,0,2.732372768,0.1710326,-0.0679826
4874,0.045718444,0.208085306,0,2.708192478,0.169787535,-0.066737535
4875,0.047103851,0.188918306,0,2.684436404,0.168832985,-0.065782985
4876,0.099749333,0.177911513,0,2.638153017,0.168417963,-0.065367963
4877,0.268769035,0.185217746,0.005657565,2.626830472,0.171281613,-0.068231613
4878,0.856181771,0.224880153,0.049454958,2.638153017,0.186741176,-0.083691176
4879,1.444979915,0.241769886,0.129796771,2.732372768,0.205022888,-0.101972888
4880,1.041826362,0.26378347,0.169621128,2.971123786,0.198839062,-0.095789062
4881,0.843713105,0.537529986,0.297803705,3.052625935,0.196079167,-0.093029167
4882,0.786911401,0.546828827,0.299078523,3.179488312,0.18948032,-0.08643032
4883,0.653912291,0.528515802,0.633374749,3.326366848,0.184977334,-0.081927334
4884,0.806307105,0.538763505,0.662498673,3.438491573,0.17806722,-0.07501722
4885,0.745349179,0.598921318,0.647879089,3.579248538,0.176531639,-0.073481639
4886,0.56386081,0.667903543,0.66353712,3.732021341,0.176407133,-0.073357133
4887,0.538923477,0.546828827,0.665468287,3.861523659,0.178025718,-0.074975718
4888,0.484892589,0.450804053,0.514836999,3.825321875,0.186222399,-0.083172399
4889,0.558319181,0.435622271,0.332601547,3.873743671,0.20296853,-0.09991853
4890,0.716255624,0.464942088,0.135337654,3.825321875,0.212804547,-0.109754547
4891,0.698245328,0.539617481,0.048395368,3.664979042,0.223740372,-0.120690372
4892,0.728724291,0.626817844,0.008069157,3.353706849,0.224632669,-0.121582669
4893,0.735651328,0.656232547,0,3.138725641,0.216352983,-0.113302983
4894,0.649756069,0.571214565,0,3.0602575,0.207181001,-0.104131001
4895,0.338039405,0.548441892,0,3.037476427,0.187467464,-0.084417464
4896,0.151009406,0.425374568,0,2.866751756,0.18072336,-0.07767336
4897,0.047816654,0.279344797,0,2.814029885,0.175328076,-0.072278076
4898,0.043831933,0.208085306,0,2.76321219,0.172900199,-0.069850199
4899,0.045160174,0.188918306,0,2.726287305,0.172194661,-0.069144661
4900,0.095633309,0.189867167,0,2.720228889,0.17177964,-0.06872964
4901,0.257678637,0.189677395,0.005633195,2.661093478,0.173003954,-0.069953954
4902,0.820852566,0.224880153,0.064645112,2.696262115,0.188048495,-0.084998495
4903,1.385354736,0.371574126,0.221505483,2.775743764,0.203155289,-0.100105289
4904,0.99883678,0.492364183,0.409237061,3.000252451,0.212057507,-0.109007507
4905,0.808898403,0.537529986,0.592123233,3.138725641,0.212887551,-0.109837551
4906,0.754440546,0.546828827,0.732455319,3.204458115,0.199793613,-0.096743613
4907,0.626929468,0.62567921,0.6472989,3.372184573,0.191534678,-0.088484678
4908,0.773035912,0.78081805,0.615256614,3.558438953,0.187778731,-0.084728731
4909,0.714593335,0.598921318,0.613570682,3.64316369,0.18452081,-0.08147081
4910,0.540593842,0.579564546,0.651050064,3.910872204,0.186678923,-0.083628923
4911,0.516685515,0.500144846,0.686452205,4.039943894,0.190580128,-0.087530128
4912,0.46488414,0.450804053,0.524397929,4.135483108,0.198112774,-0.095062774
4913,0.535280881,0.435622271,0.331647623,3.987306189,0.212887551,-0.109837551
4914,0.686700286,0.565331625,0.122911824,3.801562112,0.234427184,-0.131377184
4915,0.669433161,0.480693187,0.040138391,3.720677812,0.246732581,-0.143682581
4916,0.69865445,0.626817844,0.005422753,3.36292033,0.234489437,-0.131439437
4917,0.705295652,0.632226354,0,3.163056848,0.216228477,-0.113178477
4918,0.622944747,0.597877571,0,3.114765903,0.213012058,-0.109962058
4919,0.324090657,0.548441892,0,3.0602575,0.196390434,-0.093340434
4920,0.144778203,0.425374568,0,2.971123786,0.187716478,-0.084666478
4921,0.045513146,0.315021986,0,2.907608076,0.180308338,-0.077258338
4922,0.041720384,0.25296645,0,2.866751756,0.175182819,-0.072132819
4923,0.042984638,0.188918306,0,2.846751163,0.174166015,-0.071116015
4924,0.091026292,0.177911513,0,2.794755708,0.173771744,-0.070721744
4925,0.245265287,0.185217746,0.008366225,2.782052273,0.177444687,-0.074394687
4926,0.781309006,0.224880153,0.064513205,2.775743764,0.190725386,-0.087675386
4927,1.31861698,0.371574126,0.22309033,2.89386052,0.215356931,-0.112306931
4928,0.95071905,0.353355987,0.408328344,3.067927318,0.207824285,-0.104774285
4929,0.76993072,0.42679786,0.585103207,3.221323684,0.210708687,-0.107658687
4930,0.718096303,0.546828827,0.72178983,3.273002674,0.202574259,-0.099524259
4931,0.596727914,0.528515802,0.642533004,3.537869942,0.198154276,-0.095104276
4932,0.73579586,0.538763505,0.605719608,3.801562112,0.192343971,-0.089293971
4933,0.680168682,0.598921318,0.61158569,4.080343333,0.190455622,-0.087405622
4934,0.514551401,0.579564546,0.644562944,4.295098246,0.187861735,-0.084811735
4935,0.491794828,0.596549165,0.705121983,4.28008042,0.192198713,-0.089148713
4936,0.442488919,0.472058549,0.448881751,4.250357639,0.197116722,-0.094066722
4937,0.509494384,0.435622271,0.341510829,4.206539519,0.211019953,-0.107969953
4938,0.653619347,0.464942088,0.125878284,3.97436039,0.22181052,-0.11876052
4939,0.637184044,0.539617481,0.052054907,3.698196375,0.237436092,-0.134386092
4940,0.664997633,0.626817844,0.008040468,3.457918079,0.22141625,-0.11836625
4941,0.671318903,0.632226354,0,3.344543716,0.210812442,-0.107762442
4942,0.592935152,0.583834422,0,3.419282123,0.198341036,-0.095291036
4943,0.30847799,0.532121476,0,3.154904639,0.17995557,-0.07690557
4944,0.137803692,0.425374568,0,3.045032338,0.173252967,-0.070202967
4945,0.04520291,0.279344797,0,2.99291687,0.171343867,-0.068293867
4946,0.041436001,0.208085306,0,2.928476077,0.170223308,-0.067173308
4947,0.042691638,0.188918306,0,2.921486874,0.16893674,-0.06588674
4948,0.090405821,0.177911513,0,2.873481221,0.168521718,-0.065471718
4949,0.243593462,0.191670004,0.005611188,2.820513825,0.17292095,-0.06987095
4950,0.775983295,0.18512286,0.063405343,2.846751163,0.1824457,-0.0793957
4951,1.309628765,0.371574126,0.218187205,2.866751756,0.196099918,-0.093049918
4952,0.944238573,0.492364183,0.403879456,3.0602575,0.205479412,-0.102429412
4953,0.764682568,0.537529986,0.587159157,3.221323684,0.209027848,-0.105977848
4954,0.713201475,0.546828827,0.727759045,3.3815,0.204400355,-0.101350355
4955,0.592660381,0.528515802,0.641338324,3.579248538,0.193298521,-0.090248521
4956,0.730780385,0.649495631,0.596347011,3.675984985,0.175224321,-0.072174321
4957,0.675532383,0.794956085,0.592444539,3.825321875,0.174041509,-0.070991509
4958,0.511044015,0.579564546,0.627818296,3.861523659,0.173398225,-0.070348225
4959,0.48844256,0.500144846,0.676311975,3.88604127,0.173667989,-0.070617989
4960,0.43947274,0.450804053,0.533440006,3.754917178,0.174726295,-0.071676295
4961,0.506021469,0.435622271,0.33726674,3.898417197,0.195124617,-0.092074617
4962,0.649164019,0.464942088,0.117457135,3.70940303,0.201100931,-0.098050931
4963,0.632840746,0.631941695,0.035513057,3.621606509,0.20431735,-0.10126735
4964,0.660464746,0.57700262,0.005414077,3.36292033,0.20108018,-0.09803018
4965,0.666742928,0.632226354,0,3.179488312,0.194668093,-0.091618093
4966,0.588893472,0.597877571,0,3.179488312,0.192945753,-0.089895753
4967,0.306375282,0.548441892,0,3.01503202,0.173294469,-0.070244469
4968,0.136864368,0.425374568,0,2.935498801,0.174000006,-0.070950006
4969,0.050392799,0.279344797,0,2.900718009,0.171053351,-0.068003351
4970,0.046193399,0.244142039,0,2.846751163,0.169849788,-0.066799788
4971,0.047593199,0.2067569,0,2.80115103,0.167836932,-0.064786932
4972,0.100785597,0.177911513,0,2.720228889,0.16588633,-0.06283633
4973,0.271561192,0.185217746,0.008239434,2.714197339,0.166259849,-0.063209849
4974,0.865076376,0.224880153,0.060234688,2.708192478,0.164018732,-0.060968732
4975,1.459991359,0.371574126,0.222704938,2.756988739,0.167857683,-0.064807683
4976,1.052649571,0.492364183,0.411413583,2.860053738,0.170700583,-0.067650583
4977,0.852478176,0.487240331,0.588635015,2.880242353,0.174871552,-0.071821552
4978,0.795086378,0.60822016,0.730488972,2.873481221,0.172236164,-0.069186164
4979,0.660705582,0.528515802,0.644064456,2.907608076,0.169600775,-0.066550775
4980,0.814683577,0.538763505,0.604536997,3.052625935,0.165471308,-0.062421308
4981,0.753092379,0.598921318,0.602028416,3.212868766,0.163001928,-0.059951928
4982,0.569718584,0.579564546,0.637461219,3.308386486,0.161362592,-0.058312592
4983,0.544522185,0.500144846,0.697721469,3.163056848,0.160989072,-0.057939072
4984,0.489929986,0.563149243,0.538660353,3.229823219,0.163292443,-0.060242443
4985,0.564119384,0.411331419,0.335665553,3.28177748,0.166965386,-0.063915386
4986,0.72369658,0.464942088,0.114587163,3.075635678,0.173543482,-0.070493482
4987,0.70549918,0.539617481,0.033134158,2.661093478,0.173854749,-0.070804749
4988,0.73629478,0.626817844,0.005293343,2.63247957,0.171717386,-0.068667386
4989,0.743293779,0.632226354,0,2.63247957,0.168148199,-0.065098199
4990,0.656506182,0.597877571,0,2.63247957,0.168148199,-0.065098199
4991,0.341551191,0.564003219,0,2.615604701,0.16360371,-0.06055371
4992,0.152578196,0.410192785,0,2.598944798,0.15733688,-0.05428688
4993,0.064098348,0.279344797,0,2.571644958,0.155344775,-0.052294775
4994,0.058756819,0.208085306,0,2.571644958,0.151568077,-0.048518077
4995,0.060537329,0.188918306,0,2.555538622,0.147563116,-0.044513116
4996,0.128196697,0.177911513,0,2.571644958,0.149285457,-0.046235457
4997,0.345418877,0.185217746,0.008315083,2.582495781,0.148662924,-0.045612924
4998,1.100354979,0.196034766,0.061424297,2.604474468,0.146172793,-0.043122793
4999,1.857071591,0.194801246,0.216771213,2.626830472,0.151360566,-0.048310566
5000,1.338943276,0.492364183,0.205633704,2.643850972,0.155407029,-0.052357029
5001,1.084330392,0.537529986,0.088478426,2.643850972,0.155884304,-0.052834304
5002,1.011329495,0.546828827,0.096970978,2.696262115,0.159577998,-0.056527998
5003,0.840400567,0.528515802,0.548280165,2.708192478,0.160719308,-0.057669308
5004,1.036256631,0.538763505,0.68538543,2.738485459,0.158789457,-0.055739457
5005,0.957914205,0.691245533,0.29963801,2.638153017,0.153892199,-0.050842199
5006,0.724667438,0.665626275,0.273230353,2.615604701,0.152086854,-0.049036854
5007,0.692618264,0.500144846,0.314181752,2.598944798,0.152086854,-0.049036854
5008,0.623178386,0.450804053,0.227701138,2.53963278,0.155407029,-0.052357029
5009,0.717545399,0.435622271,0.087873836,2.550214583,0.16360371,-0.06055371
5010,0.920523502,0.464942088,0.062641979,2.544912682,0.172671937,-0.069621937
5011,0.897376876,0.539617481,0.04300767,2.534374741,0.176116618,-0.073066618
5012,0.936548089,0.684603503,0.005528714,2.513558522,0.176676897,-0.073626897
5013,0.945450637,0.605088918,0,2.508407787,0.177859709,-0.074809709
5014,0.835059038,0.597877571,0,2.493081466,0.179084024,-0.076034024
5015,0.434444361,0.548441892,0,2.493081466,0.174000006,-0.070950006
5016,0.194075555,0.425374568,0,2.488014228,0.167276653,-0.064226653
5017,0.188273227,0.279344797,0,2.482967546,0.163707465,-0.060657465
5018,0.184545044,0.208085306,0,2.482967546,0.160802312,-0.057752312
5019,0.203185958,0.198596692,0,2.482967546,0.160408042,-0.057358042
5020,0.287070069,0.192049548,0,2.482967546,0.160906068,-0.057856068
5021,0.57786832,0.185217746,0.00552252,2.488014228,0.166571116,-0.063521116
5022,1.291815309,0.224880153,0.067130144,2.498169388,0.177610696,-0.074560696
5023,1.657177214,0.371574126,0.214155555,2.523923711,0.200851918,-0.097801918
5024,1.345873958,0.492364183,0.394953434,2.571644958,0.212161263,-0.109111263
5025,1.11472663,0.537529986,0.556888941,2.638153017,0.19993887,-0.09688887
5026,1.11472663,0.591140655,0.679009692,2.672713974,0.194398329,-0.091348329
5027,0.889171576,0.708230152,0.661500199,2.769463801,0.193257019,-0.090207019
5028,0.885443393,0.538763505,0.614641038,2.840146172,0.191306416,-0.088256416
5029,0.822064287,0.598921318,0.607473853,2.833571759,0.187923988,-0.084873988
5030,0.71581108,0.579564546,0.637954619,2.942555288,0.187052443,-0.084002443
5031,0.676665162,0.500144846,0.695867503,2.956770531,0.186699674,-0.083649674
5032,0.652431974,0.450804053,0.532566616,3.01503202,0.186326154,-0.083276154
5033,0.723267446,0.549675412,0.328790765,3.052625935,0.186865683,-0.083815683
5034,0.775462003,0.415791067,0.113903983,3.01503202,0.195767901,-0.092717901
5035,0.887307485,0.539617481,0.033348542,2.942555288,0.219092127,-0.116042127
5036,0.982376144,0.626817844,0.002780967,2.887035377,0.218594101,-0.115544101
5037,0.987968418,0.632226354,0,2.853386946,0.203508058,-0.100458058
5038,0.827656561,0.597877571,0,2.807575688,0.195518888,-0.092468888
5039,0.546178767,0.548441892,0,2.807575688,0.182798469,-0.079748469
5040,0.298254617,0.473102296,0,2.788389522,0.173564233,-0.070514233
5041,0.059916596,0.340071927,0,2.744625561,0.172630434,-0.069580434
5042,0.054923546,0.208085306,0,2.732372768,0.172236164,-0.069186164
5043,0.056587896,0.188918306,0,2.714197339,0.171904146,-0.068854146
5044,0.119833192,0.177911513,0,2.708192478,0.172236164,-0.069186164
5045,0.322883878,0.185217746,0.005490393,2.655321041,0.175099814,-0.072049814
5046,1.02856823,0.224880153,0.056601766,2.638153017,0.193692792,-0.090642792
5047,1.735916933,0.241769886,0.214227154,2.714197339,0.207139499,-0.104089499
5048,1.251591115,0.26378347,0.403261601,2.775743764,0.209588128,-0.106538128
5049,1.013589081,0.537529986,0.580894403,2.873481221,0.205624669,-0.102574669
5050,0.945350736,0.546828827,0.723579379,2.971123786,0.196597945,-0.093547945
5051,0.785573147,0.528515802,0.639810909,2.985617073,0.188422015,-0.085372015
5052,0.968651634,0.538763505,0.594076507,3.114765903,0.179685805,-0.076635805
5053,0.895420239,0.598921318,0.599396896,3.229823219,0.177403185,-0.074353185
5054,0.677390404,0.667903543,0.638509159,3.221323684,0.176054364,-0.073004364
5055,0.647432106,0.546828827,0.681420414,3.326366848,0.175950609,-0.072900609
5056,0.582522461,0.450804053,0.519029672,3.3815,0.17559784,-0.07254784
5057,0.670733005,0.435622271,0.324170922,3.335430518,0.180287587,-0.077237587
5058,0.860468892,0.464942088,0.108392396,3.390867036,0.190393368,-0.087343368
5059,0.838832343,0.539617481,0.040274094,3.204458115,0.204400355,-0.101350355
5060,0.875448041,0.626817844,0.002763244,3.075635678,0.203010032,-0.099960032
5061,0.88376979,0.656232547,0,2.935498801,0.192406224,-0.089356224
5062,0.780580097,0.571214565,0,2.880242353,0.183649264,-0.080599264
5063,0.406101373,0.548441892,0,2.726287305,0.173273718,-0.070223718
5064,0.181414138,0.425374568,0,2.672713974,0.171862644,-0.068812644
5065,0.191847877,0.279344797,0,2.621205567,0.170949596,-0.067899596
5066,0.188048909,0.208085306,0,2.508407787,0.167712426,-0.064662426
5067,0.207043749,0.188918306,0,2.477941296,0.167297404,-0.064247404
5068,0.292520525,0.189867167,0,2.477941296,0.168148199,-0.065098199
5069,0.588840019,0.189677395,0.005464691,2.477941296,0.171904146,-0.068854146
5070,1.316342365,0.224880153,0.057304267,2.493081466,0.184603814,-0.081553814
5071,1.688641215,0.371574126,0.215014757,2.503278119,0.219859918,-0.116809918
5072,1.371427399,0.492364183,0.401001076,2.550214583,0.221582258,-0.118532258
5073,1.135891391,0.537529986,0.575468321,2.582495781,0.217100023,-0.114050023
5074,1.135891391,0.546828827,0.711220496,2.615604701,0.199855866,-0.096805866
5075,0.906053835,0.62567921,0.637875572,2.621205567,0.198278783,-0.095228783
5076,0.902254867,0.78081805,0.5958655,2.684436404,0.192032705,-0.088982705
5077,0.837672414,0.598921318,0.59038832,2.690336264,0.18815225,-0.08510225
5078,0.72940183,0.579564546,0.625889925,2.744625561,0.184375552,-0.081325552
5079,0.689512667,0.500144846,0.682821336,2.853386946,0.18263246,-0.07958246
5080,0.664819376,0.450804053,0.427543923,2.788389522,0.182715465,-0.079665465
5081,0.736999765,0.435622271,0.314640233,2.827027714,0.192447726,-0.089397726
5082,0.790185316,0.565331625,0.115408082,2.880242353,0.200997176,-0.097947176
5083,0.904154351,0.480693187,0.037897578,2.788389522,0.209110852,-0.106060852
5084,1.001028032,0.626817844,0.002757842,2.702214128,0.22940542,-0.12635542
5085,1.006726484,0.632226354,0,2.690336264,0.238203882,-0.135153882
5086,0.843370866,0.597877571,0,2.626830472,0.206164198,-0.103114198
5087,0.556548792,0.548441892,0,2.63247957,0.18149115,-0.07844115
5088,0.303917429,0.425374568,0,2.571644958,0.173979255,-0.070929255
5089,0.065829975,0.315021986,0,2.555538622,0.169974295,-0.066924295
5090,0.060344144,0.25296645,0,2.523923711,0.169081998,-0.066031998
5091,0.062172754,0.188918306,0,2.52913843,0.170368565,-0.067318565
5092,0.131659951,0.177911513,0,2.498169388,0.170596827,-0.067546827
5093,0.354750422,0.185217746,0.005413286,2.467949597,0.170949596,-0.067899596
5094,1.130081242,0.224880153,0.04422684,2.477941296,0.180059325,-0.077009325
5095,1.907240672,0.371574126,0.209293763,2.544912682,0.190414119,-0.087364119
5096,1.375115039,0.353355987,0.393871108,2.598944798,0.190185857,-0.087135857
5097,1.113623748,0.42679786,0.546197916,2.690336264,0.18109688,-0.07804688
5098,1.038650721,0.546828827,0.689084739,2.814029885,0.177631447,-0.074581447
5099,0.86310412,0.528515802,0.651095187,2.887035377,0.175743098,-0.072693098
5100,1.064251267,0.538763505,0.607979817,2.907608076,0.175058312,-0.072008312
5101,0.983792408,0.598921318,0.609725383,2.99291687,0.175162067,-0.072112067
5102,0.744244443,0.579564546,0.752148777,3.075635678,0.17445653,-0.07140653
5103,0.711329455,0.596549165,0.655133772,3.091169192,0.176282626,-0.073232626
5104,0.640013648,0.472058549,0.459318571,3.138725641,0.176365631,-0.073315631
5105,0.736930001,0.435622271,0.172478596,3.122711735,0.187114696,-0.084064696
5106,0.945391589,0.464942088,0.00883047,3.037476427,0.209173106,-0.106123106
5107,0.921619654,0.539617481,0,3.007624079,0.227807586,-0.124757586
5108,0.961849083,0.626817844,0,2.873481221,0.234302677,-0.131252677
5109,0.970992135,0.632226354,0,2.788389522,0.216228477,-0.113178477
5110,0.857618289,0.583834422,0,2.76321219,0.199980372,-0.096930372
5111,0.446180943,0.532121476,0,2.738485459,0.18547536,-0.08242536
5112,0.199318536,0.425374568,0,2.720228889,0.176054364,-0.073004364
5113,0.190777764,0.279344797,0,2.690336264,0.173750993,-0.070700993
5114,0.186999986,0.208085306,0,2.672713974,0.172319168,-0.069269168
5115,0.205888874,0.188918306,0,2.626830472,0.171758889,-0.068708889
5116,0.290888867,0.177911513,0,2.571644958,0.172111657,-0.069061657
5117,0.585555512,0.191670004,0.005464691,2.53963278,0.177548443,-0.074498443
5118,1.308999903,0.18512286,0.041732365,2.544912682,0.192655237,-0.089605237
5119,1.679222097,0.371574126,0.182582507,2.621205567,0.192572233,-0.089522233
5120,1.363777676,0.492364183,0.206591927,2.726287305,0.195684897,-0.092634897
5121,1.129555472,0.537529986,0.453595659,2.726287305,0.197780757,-0.094730757
5122,1.129555472,0.546828827,0.655315808,2.708192478,0.192551482,-0.089501482
5123,0.900999933,0.528515802,0.749478072,2.750793258,0.186346906,-0.083296906
5124,0.897222156,0.649495631,0.642964814,2.582495781,0.180847866,-0.077797866
5125,0.832999938,0.794956085,0.633897706,2.820513825,0.178710504,-0.075660504
5126,0.725333279,0.579564546,0.728408513,2.853386946,0.176220373,-0.073170373
5127,0.685666616,0.500144846,0.647438882,2.853386946,0.176510888,-0.073460888
5128,0.661111062,0.450804053,0.503196716,2.820513825,0.179084024,-0.076034024
5129,0.732888834,0.435622271,0.312294502,2.814029885,0.184541561,-0.081491561
5130,0.785777719,0.464942088,0.112038823,2.907608076,0.188401264,-0.085351264
5131,0.899111044,0.631941695,0.058777864,2.866751756,0.195788652,-0.092738652
5132,0.99544437,0.57700262,0.010601223,2.794755708,0.194730346,-0.091680346
5133,1.001111037,0.632226354,0,2.626830472,0.190932897,-0.087882897
5134,0.838666604,0.597877571,0,2.560884937,0.184271796,-0.081221796
5135,0.553444403,0.548441892,0,2.566253669,0.178378487,-0.075328487
5136,0.3022222,0.425374568,0,2.598944798,0.173896251,-0.070846251
5137,0.190059611,0.279344797,0,2.582495781,0.169704531,-0.066654531
5138,0.186296054,0.244142039,0,2.534374741,0.165533561,-0.062483561
5139,0.205113837,0.2067569,0,2.493081466,0.165782574,-0.062732574
5140,0.289793862,0.177911513,0,2.503278119,0.169517771,-0.066467771
5141,0.58335128,0.185217746,0.002862557,2.467949597,0.166716373,-0.063666373
5142,1.304072379,0.224880153,0.054181629,2.482967546,0.165678819,-0.062628819
5143,1.67290093,0.371574126,0.192238129,2.555538622,0.163624461,-0.060574461
5144,1.35864395,0.492364183,0.372540429,2.661093478,0.171323116,-0.068273116
5145,1.125303438,0.487240331,0.542069594,2.738485459,0.172962452,-0.069912452
5146,1.125303438,0.60822016,0.68285186,2.820513825,0.169912041,-0.066862041
5147,0.897608261,0.528515802,0.656634515,2.866751756,0.166986138,-0.063936138
5148,0.893844704,0.538763505,0.625091503,2.921486874,0.165761823,-0.062711823
5149,0.829864241,0.598921318,0.624061379,3.000252451,0.160345788,-0.057295788
5150,0.722602876,0.579564546,0.751190732,3.052625935,0.155510784,-0.052460784
5151,0.683085532,0.500144846,0.635649696,3.163056848,0.156133317,-0.053083317
5152,0.658622413,0.563149243,0.503725225,3.067927318,0.15638233,-0.05333233
5153,0.73012999,0.411331419,0.308789764,3.0602575,0.16379047,-0.06074047
5154,0.782819783,0.464942088,0.115216009,2.949645783,0.1738755,-0.0708255
5155,0.895726482,0.539617481,0.038318554,2.89386052,0.178295482,-0.075245482
5156,0.991697177,0.626817844,0.002756894,2.80115103,0.178170976,-0.075120976
5157,0.997342512,0.632226354,0,2.714197339,0.179333037,-0.076283037
5158,0.835509576,0.597877571,0,2.63247957,0.180121578,-0.077071578
5159,0.551361049,0.564003219,0,2.649573593,0.174954557,-0.071904557
5160,0.301084532,0.410192785,0,2.604474468,0.171260862,-0.068210862
5161,0.065000821,0.279344797,0,2.544912682,0.165678819,-0.062628819
5162,0.059584086,0.208085306,0,2.513558522,0.166550365,-0.063500365
5163,0.061389664,0.188918306,0,2.498169388,0.167774679,-0.064724679
5164,0.130001642,0.177911513,0,2.458038153,0.167567168,-0.064517168
5165,0.350282202,0.185217746,0.005415428,2.453112224,0.163354697,-0.060304697
5166,1.115847428,0.196034766,0.054840103,2.453112224,0.168272705,-0.065222705
5167,1.883218232,0.194801246,0.195846127,2.493081466,0.164226242,-0.061176242
5168,1.357794928,0.492364183,0.377015964,2.593438559,0.159266732,-0.056216732
5169,1.099597223,0.537529986,0.550055546,2.738485459,0.155365527,-0.052315527
5170,1.02556851,0.546828827,0.683416017,2.794755708,0.151692583,-0.048642583
5171,0.852232987,0.528515802,0.649421954,2.928476077,0.151900094,-0.048850094
5172,1.050846607,0.538763505,0.580794106,3.037476427,0.153352671,-0.050302671
5173,0.971401159,0.691245533,0.639519989,3.052625935,0.153477177,-0.050427177
5174,0.734870393,0.665626275,0.313964771,3.13069821,0.153269666,-0.050219666
5175,0.702369983,0.500144846,0.365346124,3.24695756,0.151754837,-0.048704837
